Use,Year,EnergySources,Amount
Generation of Energy by Transformation,2017,Wood Pellets (t),242391.0
Generation of Energy by Transformation,2017,Charcoal (t),19817.0
Generation of Energy by Transformation,2017,Biogas (thousands of m3),0.0
Exchange,2017,Total Electrical Energy (GWh),9813.565999999999
Exchange,2017,Anthracite (t),0.0
Exchange,2017,Other Bituminous Coal (t),0.0
Exchange,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchange,2017,Coal Briquette (t),0.0
Exchange,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchange,2017,Coal Tar (t),0.0
Exchange,2017,Coke (t),0.0
Exchange,2017,Blast Furnace Gas (thousands of m3),0.0
Exchange,2017,Crude Oil (t),0.0
Exchange,2017,Natural Gas Liquids (t),0.0
Exchange,2017,Refined Raw Material (t),0.0
Exchange,2017,Additives (t),0.0
Exchange,2017,Other Hydrocarbons (t),0.0
Exchange,2017,Refinery Gas (t),0.0
Exchange,2017,LPG (t),0.0
Exchange,2017,Oil (t),0.0
Exchange,2017,Unleaded Motor Gasoline (t),0.0
Exchange,2017,Lead Gasoline (t),0.0
Exchange,2017,Plane Gasoline (t),0.0
Exchange,2017,Kerosene Type Jet Engine Fuel (t),0.0
Exchange,2017,Other Kerosene (t),0.0
Exchange,2017,Diesel (t),0.0
Exchange,2017,Fuel Oil and Other Gas Oils (t),0.0
Exchange,2017,Mazut S≥1% (t),0.0
Exchange,2017,Mazut S<1% (t),0.0
Exchange,2017,Special Gasoline (t),0.0
Exchange,2017,Lubricants (t),0.0
Exchange,2017,Bitumen (t),0.0
Exchange,2017,Paraffin wax (t),0.0
Exchange,2017,Petroleum Coke (t),0.0
Exchange,2017,Other Petroleum Products (t),0.0
Exchange,2017,Natural Gas (thousands of m3),0.0
Exchange,2017,Firewood (t),0.0
Exchange,2017,Wood Residue and Wood Chips (t),0.0
Exchange,2017,Wood Briquettes (t),0.0
Exchange,2017,Wood Pellets (t),0.0
Exchange,2017,Charcoal (t),0.0
Exchange,2017,Biogas (thousands of m3),0.0
Exchanged Products,2017,Total Electrical Energy (GWh),9813.565999999999
Exchanged Products,2017,Anthracite (t),0.0
Exchanged Products,2017,Other Bituminous Coal (t),0.0
Exchanged Products,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchanged Products,2017,Coal Briquette (t),0.0
Exchanged Products,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchanged Products,2017,Coal Tar (t),0.0
Exchanged Products,2017,Coke (t),0.0
Exchanged Products,2017,Blast Furnace Gas (thousands of m3),0.0
Exchanged Products,2017,Crude Oil (t),0.0
Exchanged Products,2017,Natural Gas Liquids (t),0.0
Exchanged Products,2017,Refined Raw Material (t),50395.0
Exchanged Products,2017,Additives (t),0.0
Exchanged Products,2017,Other Hydrocarbons (t),0.0
Exchanged Products,2017,Refinery Gas (t),0.0
Exchanged Products,2017,LPG (t),-2181.0
Exchanged Products,2017,Oil (t),-863.0
Exchanged Products,2017,Unleaded Motor Gasoline (t),0.0
Exchanged Products,2017,Lead Gasoline (t),0.0
Exchanged Products,2017,Plane Gasoline (t),0.0
Exchanged Products,2017,Kerosene Type Jet Engine Fuel (t),-183.0
Exchanged Products,2017,Other Kerosene (t),0.0
Exchanged Products,2017,Diesel (t),-22.0
Exchanged Products,2017,Fuel Oil and Other Gas Oils (t),-18.0
Exchanged Products,2017,Mazut S≥1% (t),-2790.0
Exchanged Products,2017,Mazut S<1% (t),0.0
Exchanged Products,2017,Special Gasoline (t),0.0
Exchanged Products,2017,Lubricants (t),0.0
Exchanged Products,2017,Bitumen (t),0.0
Exchanged Products,2017,Paraffin wax (t),0.0
Exchanged Products,2017,Petroleum Coke (t),0.0
Exchanged Products,2017,Other Petroleum Products (t),-44338.0
Exchanged Products,2017,Natural Gas (thousands of m3),0.0
Exchanged Products,2017,Firewood (t),0.0
Exchanged Products,2017,Wood Residue and Wood Chips (t),0.0
Exchanged Products,2017,Wood Briquettes (t),0.0
Exchanged Products,2017,Wood Pellets (t),0.0
Exchanged Products,2017,Charcoal (t),0.0
Exchanged Products,2017,Biogas (thousands of m3),0.0
Internal Product Exchange,2017,Total Electrical Energy (GWh),0.0
Internal Product Exchange,2017,Anthracite (t),0.0
Internal Product Exchange,2017,Other Bituminous Coal (t),0.0
Internal Product Exchange,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Internal Product Exchange,2017,Coal Briquette (t),0.0
Internal Product Exchange,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Internal Product Exchange,2017,Coal Tar (t),0.0
Internal Product Exchange,2017,Coke (t),0.0
Internal Product Exchange,2017,Blast Furnace Gas (thousands of m3),0.0
Internal Product Exchange,2017,Crude Oil (t),0.0
Internal Product Exchange,2017,Natural Gas Liquids (t),0.0
Internal Product Exchange,2017,Refined Raw Material (t),0.0
Internal Product Exchange,2017,Additives (t),0.0
Internal Product Exchange,2017,Other Hydrocarbons (t),0.0
Internal Product Exchange,2017,Refinery Gas (t),0.0
Internal Product Exchange,2017,LPG (t),0.0
Internal Product Exchange,2017,Oil (t),0.0
Internal Product Exchange,2017,Unleaded Motor Gasoline (t),0.0
Internal Product Exchange,2017,Lead Gasoline (t),0.0
Internal Product Exchange,2017,Plane Gasoline (t),0.0
Internal Product Exchange,2017,Kerosene Type Jet Engine Fuel (t),0.0
Internal Product Exchange,2017,Other Kerosene (t),0.0
Internal Product Exchange,2017,Diesel (t),0.0
Internal Product Exchange,2017,Fuel Oil and Other Gas Oils (t),0.0
Internal Product Exchange,2017,Mazut S≥1% (t),0.0
Internal Product Exchange,2017,Mazut S<1% (t),0.0
Internal Product Exchange,2017,Special Gasoline (t),0.0
Internal Product Exchange,2017,Lubricants (t),0.0
Internal Product Exchange,2017,Bitumen (t),0.0
Internal Product Exchange,2017,Paraffin wax (t),0.0
Internal Product Exchange,2017,Petroleum Coke (t),0.0
Internal Product Exchange,2017,Other Petroleum Products (t),0.0
Internal Product Exchange,2017,Natural Gas (thousands of m3),0.0
Internal Product Exchange,2017,Firewood (t),0.0
Internal Product Exchange,2017,Wood Residue and Wood Chips (t),0.0
Internal Product Exchange,2017,Wood Briquettes (t),0.0
Internal Product Exchange,2017,Wood Pellets (t),0.0
Internal Product Exchange,2017,Charcoal (t),0.0
Internal Product Exchange,2017,Biogas (thousands of m3),0.0
Returned from Petrochemistry,2017,Total Electrical Energy (GWh),0.0
Returned from Petrochemistry,2017,Anthracite (t),0.0
Returned from Petrochemistry,2017,Other Bituminous Coal (t),0.0
Returned from Petrochemistry,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Returned from Petrochemistry,2017,Coal Briquette (t),0.0
Returned from Petrochemistry,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Returned from Petrochemistry,2017,Coal Tar (t),0.0
Returned from Petrochemistry,2017,Coke (t),0.0
Returned from Petrochemistry,2017,Blast Furnace Gas (thousands of m3),0.0
Returned from Petrochemistry,2017,Crude Oil (t),0.0
Returned from Petrochemistry,2017,Natural Gas Liquids (t),0.0
Returned from Petrochemistry,2017,Refined Raw Material (t),109339.0
Returned from Petrochemistry,2017,Additives (t),0.0
Returned from Petrochemistry,2017,Other Hydrocarbons (t),0.0
Returned from Petrochemistry,2017,Refinery Gas (t),0.0
Returned from Petrochemistry,2017,LPG (t),0.0
Returned from Petrochemistry,2017,Oil (t),0.0
Returned from Petrochemistry,2017,Unleaded Motor Gasoline (t),0.0
Returned from Petrochemistry,2017,Lead Gasoline (t),-109339.0
Returned from Petrochemistry,2017,Plane Gasoline (t),0.0
Returned from Petrochemistry,2017,Kerosene Type Jet Engine Fuel (t),0.0
Returned from Petrochemistry,2017,Other Kerosene (t),0.0
Returned from Petrochemistry,2017,Diesel (t),0.0
Returned from Petrochemistry,2017,Fuel Oil and Other Gas Oils (t),0.0
Returned from Petrochemistry,2017,Mazut S≥1% (t),0.0
Returned from Petrochemistry,2017,Mazut S<1% (t),0.0
Returned from Petrochemistry,2017,Special Gasoline (t),0.0
Returned from Petrochemistry,2017,Lubricants (t),0.0
Returned from Petrochemistry,2017,Bitumen (t),0.0
Returned from Petrochemistry,2017,Paraffin wax (t),0.0
Returned from Petrochemistry,2017,Petroleum Coke (t),0.0
Returned from Petrochemistry,2017,Other Petroleum Products (t),0.0
Returned from Petrochemistry,2017,Natural Gas (thousands of m3),0.0
Returned from Petrochemistry,2017,Firewood (t),0.0
Returned from Petrochemistry,2017,Wood Residue and Wood Chips (t),0.0
Returned from Petrochemistry,2017,Wood Briquettes (t),0.0
Returned from Petrochemistry,2017,Wood Pellets (t),0.0
Returned from Petrochemistry,2017,Charcoal (t),0.0
Returned from Petrochemistry,2017,Biogas (thousands of m3),0.0
Own Consumption in Energy Sector,2017,Total Electrical Energy (GWh),4940.2
Own Consumption in Energy Sector,2017,Anthracite (t),0.0
Own Consumption in Energy Sector,2017,Other Bituminous Coal (t),0.0
Own Consumption in Energy Sector,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Own Consumption in Energy Sector,2017,Coal Briquette (t),0.0
Own Consumption in Energy Sector,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Own Consumption in Energy Sector,2017,Coal Tar (t),0.0
Own Consumption in Energy Sector,2017,Coke (t),0.0
Own Consumption in Energy Sector,2017,Blast Furnace Gas (thousands of m3),0.0
Own Consumption in Energy Sector,2017,Crude Oil (t),0.0
Own Consumption in Energy Sector,2017,Natural Gas Liquids (t),0.0
Own Consumption in Energy Sector,2017,Refined Raw Material (t),0.0
Own Consumption in Energy Sector,2017,Additives (t),0.0
Own Consumption in Energy Sector,2017,Other Hydrocarbons (t),0.0
Own Consumption in Energy Sector,2017,Refinery Gas (t),52521.0
Own Consumption in Energy Sector,2017,LPG (t),1122.0
Own Consumption in Energy Sector,2017,Oil (t),0.0
Own Consumption in Energy Sector,2017,Unleaded Motor Gasoline (t),0.0
Own Consumption in Energy Sector,2017,Lead Gasoline (t),0.0
Own Consumption in Energy Sector,2017,Plane Gasoline (t),0.0
Own Consumption in Energy Sector,2017,Kerosene Type Jet Engine Fuel (t),0.0
Own Consumption in Energy Sector,2017,Other Kerosene (t),0.0
Own Consumption in Energy Sector,2017,Diesel (t),0.0
Own Consumption in Energy Sector,2017,Fuel Oil and Other Gas Oils (t),3049.0
Own Consumption in Energy Sector,2017,Mazut S≥1% (t),50873.0
Own Consumption in Energy Sector,2017,Mazut S<1% (t),0.0
Own Consumption in Energy Sector,2017,Special Gasoline (t),0.0
Own Consumption in Energy Sector,2017,Lubricants (t),0.0
Own Consumption in Energy Sector,2017,Bitumen (t),0.0
Own Consumption in Energy Sector,2017,Paraffin wax (t),0.0
Own Consumption in Energy Sector,2017,Petroleum Coke (t),13396.0
Own Consumption in Energy Sector,2017,Other Petroleum Products (t),9680.0
Own Consumption in Energy Sector,2017,Natural Gas (thousands of m3),202969.0
Own Consumption in Energy Sector,2017,Firewood (t),0.0
Own Consumption in Energy Sector,2017,Wood Residue and Wood Chips (t),0.0
Own Consumption in Energy Sector,2017,Wood Briquettes (t),0.0
Own Consumption in Energy Sector,2017,Wood Pellets (t),0.0
Own Consumption in Energy Sector,2017,Charcoal (t),0.0
Own Consumption in Energy Sector,2017,Biogas (thousands of m3),0.0
Losses,2017,Total Electrical Energy (GWh),4806.13
Losses,2017,Anthracite (t),17.0
Losses,2017,Other Bituminous Coal (t),0.0
Losses,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",876.0
Losses,2017,Coal Briquette (t),0.0
Losses,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",367.0
Losses,2017,Coal Tar (t),0.0
Losses,2017,Coke (t),5.0
Losses,2017,Blast Furnace Gas (thousands of m3),605508.0
Losses,2017,Crude Oil (t),21189.0
Losses,2017,Natural Gas Liquids (t),13.0
Losses,2017,Refined Raw Material (t),0.0
Losses,2017,Additives (t),0.0
Losses,2017,Other Hydrocarbons (t),0.0
Losses,2017,Refinery Gas (t),0.0
Losses,2017,LPG (t),0.0
Losses,2017,Oil (t),0.0
Losses,2017,Unleaded Motor Gasoline (t),0.0
Losses,2017,Lead Gasoline (t),0.0
Losses,2017,Plane Gasoline (t),0.0
Losses,2017,Kerosene Type Jet Engine Fuel (t),0.0
Losses,2017,Other Kerosene (t),0.0
Losses,2017,Diesel (t),0.0
Losses,2017,Fuel Oil and Other Gas Oils (t),0.0
Losses,2017,Mazut S≥1% (t),0.0
Losses,2017,Mazut S<1% (t),0.0
Losses,2017,Special Gasoline (t),0.0
Losses,2017,Lubricants (t),0.0
Losses,2017,Bitumen (t),0.0
Losses,2017,Paraffin wax (t),0.0
Losses,2017,Petroleum Coke (t),0.0
Losses,2017,Other Petroleum Products (t),0.0
Losses,2017,Natural Gas (thousands of m3),36105.0
Losses,2017,Firewood (t),85.0
Losses,2017,Wood Residue and Wood Chips (t),0.0
Losses,2017,Wood Briquettes (t),3.0
Losses,2017,Wood Pellets (t),36.0
Losses,2017,Charcoal (t),39.0
Losses,2017,Biogas (thousands of m3),0.0
Energy Available for Final Consumption,2017,Total Electrical Energy (GWh),28124.078999999998
Energy Available for Final Consumption,2017,Anthracite (t),20858.0
Energy Available for Final Consumption,2017,Other Bituminous Coal (t),46397.0
Energy Available for Final Consumption,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",1091818.0
Energy Available for Final Consumption,2017,Coal Briquette (t),0.0
Energy Available for Final Consumption,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",456969.0
Energy Available for Final Consumption,2017,Coal Tar (t),3.0
Energy Available for Final Consumption,2017,Coke (t),69340.0
Energy Available for Final Consumption,2017,Blast Furnace Gas (thousands of m3),904433.0
Energy Available for Final Consumption,2017,Crude Oil (t),0.0
Energy Available for Final Consumption,2017,Natural Gas Liquids (t),0.0
Energy Available for Final Consumption,2017,Refined Raw Material (t),0.0
Energy Available for Final Consumption,2017,Additives (t),0.0
Energy Available for Final Consumption,2017,Other Hydrocarbons (t),0.0
Energy Available for Final Consumption,2017,Refinery Gas (t),0.0
Energy Available for Final Consumption,2017,LPG (t),220594.0
Energy Available for Final Consumption,2017,Oil (t),329978.0
Energy Available for Final Consumption,2017,Unleaded Motor Gasoline (t),419851.0
Energy Available for Final Consumption,2017,Lead Gasoline (t),0.0
Energy Available for Final Consumption,2017,Plane Gasoline (t),515.0
Energy Available for Final Consumption,2017,Kerosene Type Jet Engine Fuel (t),127589.0
Energy Available for Final Consumption,2017,Other Kerosene (t),0.0
Energy Available for Final Consumption,2017,Diesel (t),1571130.0
Energy Available for Final Consumption,2017,Fuel Oil and Other Gas Oils (t),122571.0
Energy Available for Final Consumption,2017,Mazut S≥1% (t),44961.0
Energy Available for Final Consumption,2017,Mazut S<1% (t),71907.0
Energy Available for Final Consumption,2017,Special Gasoline (t),13849.0
Energy Available for Final Consumption,2017,Lubricants (t),78150.0
Energy Available for Final Consumption,2017,Bitumen (t),135154.0
Energy Available for Final Consumption,2017,Paraffin wax (t),3223.0
Energy Available for Final Consumption,2017,Petroleum Coke (t),132170.0
Energy Available for Final Consumption,2017,Other Petroleum Products (t),27129.0
Energy Available for Final Consumption,2017,Natural Gas (thousands of m3),1483863.0
Energy Available for Final Consumption,2017,Firewood (t),2187435.0
Energy Available for Final Consumption,2017,Wood Residue and Wood Chips (t),0.0
Energy Available for Final Consumption,2017,Wood Briquettes (t),22069.0
Energy Available for Final Consumption,2017,Wood Pellets (t),211827.0
Energy Available for Final Consumption,2017,Charcoal (t),4918.0
Energy Available for Final Consumption,2017,Biogas (thousands of m3),15240.0
Final Consumption for Non-energy Purposes,2017,Total Electrical Energy (GWh),0.0
Final Consumption for Non-energy Purposes,2017,Anthracite (t),361.0
Final Consumption for Non-energy Purposes,2017,Other Bituminous Coal (t),28.0
Final Consumption for Non-energy Purposes,2017,"Sub-bituminous Coal, Brown Coal and Lignite (t)",11530.0
Final Consumption for Non-energy Purposes,2017,Coal Briquette (t),0.0
Final Consumption for Non-energy Purposes,2017,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Final Consumption for Non-energy Purposes,2017,Coal Tar (t),3.0
Final Consumption for Non-energy Purposes,2017,Coke (t),340.0
Final Consumption for Non-energy Purposes,2017,Blast Furnace Gas (thousands of m3),0.0
Final Consumption for Non-energy Purposes,2017,Crude Oil (t),0.0
Final Consumption for Non-energy Purposes,2017,Natural Gas Liquids (t),0.0
Final Consumption for Non-energy Purposes,2017,Refined Raw Material (t),0.0
Final Consumption for Non-energy Purposes,2017,Additives (t),0.0
Final Consumption for Non-energy Purposes,2017,Other Hydrocarbons (t),0.0
Final Consumption for Non-energy Purposes,2017,Refinery Gas (t),0.0
Final Consumption for Non-energy Purposes,2017,LPG (t),33426.0
Final Consumption for Non-energy Purposes,2017,Oil (t),329978.0
Final Consumption for Non-energy Purposes,2017,Unleaded Motor Gasoline (t),29.0
Final Consumption for Non-energy Purposes,2017,Lead Gasoline (t),0.0
Final Consumption for Non-energy Purposes,2017,Plane Gasoline (t),0.0
